state,district,year,quarter,registered_users,app_opens
Gujarat,panch mahals district,2018,3,53825,0
Gujarat,narmada district,2018,3,11957,0
Gujarat,gir somnath district,2018,3,47541,0
Gujarat,valsad district,2018,3,136470,0
Gujarat,mahisagar district,2018,3,19564,0
Gujarat,sabar kantha district,2018,3,74642,0
Gujarat,tapi district,2018,3,25095,0
Gujarat,vadodara district,2018,3,335125,0
Gujarat,banas kantha district,2018,3,159591,0
Gujarat,amreli district,2018,3,53845,0
Gujarat,ahmadabad district,2018,3,919252,0
Gujarat,dohad district,2018,3,28857,0
Gujarat,navsari district,2018,3,60676,0
Gujarat,patan district,2018,3,68979,0
Gujarat,kachchh district,2018,3,158762,0
Gujarat,surendranagar district,2018,3,65325,0
Gujarat,morbi district,2018,3,52062,0
Gujarat,anand district,2018,4,146258,0
Gujarat,jamnagar district,2018,4,103876,0
Gujarat,devbhumi dwarka district,2018,4,32660,0
Gujarat,rajkot district,2018,4,260602,0
Gujarat,aravallis district,2018,4,46665,0
Gujarat,chhotaudepur district,2018,4,16321,0
Gujarat,botad district,2018,4,49066,0
Gujarat,bharuch district,2018,4,211843,0
Gujarat,bhavnagar district,2018,4,173699,0
Gujarat,junagadh district,2018,4,70174,0
Gujarat,mahesana district,2018,4,192493,0
Gujarat,the dangs district,2018,4,5165,0
Gujarat,kheda district,2018,4,103292,0
Gujarat,surat district,2018,4,998807,0
Gujarat,porbandar district,2018,4,24373,0
Gujarat,gandhinagar district,2018,4,242368,0
Gujarat,panch mahals district,2018,4,68139,0
Gujarat,narmada district,2018,4,15550,0
Gujarat,gir somnath district,2018,4,58991,0
Gujarat,valsad district,2018,4,172711,0
Gujarat,mahisagar district,2018,4,25483,0
Gujarat,sabar kantha district,2018,4,91898,0
Gujarat,tapi district,2018,4,31929,0
Gujarat,vadodara district,2018,4,421895,0
Gujarat,banas kantha district,2018,4,197774,0
Gujarat,amreli district,2018,4,67020,0
Gujarat,ahmadabad district,2018,4,1212636,0
Gujarat,dohad district,2018,4,36773,0
Gujarat,navsari district,2018,4,75930,0
Gujarat,patan district,2018,4,84408,0
Gujarat,kachchh district,2018,4,195295,0
Gujarat,surendranagar district,2018,4,80167,0
Gujarat,morbi district,2018,4,64779,0
Gujarat,anand district,2019,1,175515,0
Gujarat,jamnagar district,2019,1,121494,0
Gujarat,devbhumi dwarka district,2019,1,38898,0
Gujarat,rajkot district,2019,1,304415,0
Gujarat,aravallis district,2019,1,56005,0
Gujarat,chhotaudepur district,2019,1,20287,0
Gujarat,botad district,2019,1,58126,0
Gujarat,bharuch district,2019,1,252826,0
Gujarat,bhavnagar district,2019,1,203617,0
Gujarat,junagadh district,2019,1,82263,0
Gujarat,mahesana district,2019,1,230403,0
Gujarat,the dangs district,2019,1,6307,0
Gujarat,kheda district,2019,1,124598,0
Gujarat,surat district,2019,1,1180819,0
Gujarat,porbandar district,2019,1,28860,0
Gujarat,gandhinagar district,2019,1,291858,0
Gujarat,panch mahals district,2019,1,81863,0
Gujarat,narmada district,2019,1,19105,0
Gujarat,gir somnath district,2019,1,69872,0
Gujarat,valsad district,2019,1,209477,0
Gujarat,mahisagar district,2019,1,31147,0
Gujarat,sabar kantha district,2019,1,109651,0
Gujarat,tapi district,2019,1,39195,0
Gujarat,vadodara district,2019,1,502520,0
Gujarat,banas kantha district,2019,1,239613,0
Gujarat,amreli district,2019,1,79690,0
Gujarat,ahmadabad district,2019,1,1450100,0
Gujarat,dohad district,2019,1,45141,0
Gujarat,navsari district,2019,1,91812,0
Gujarat,patan district,2019,1,101323,0
Gujarat,kachchh district,2019,1,231871,0
Gujarat,surendranagar district,2019,1,95904,0
Gujarat,morbi district,2019,1,77961,0
Gujarat,anand district,2019,2,200007,829604
Gujarat,jamnagar district,2019,2,138108,548729
Gujarat,devbhumi dwarka district,2019,2,44975,154760
Gujarat,rajkot district,2019,2,345178,1070493
Gujarat,aravallis district,2019,2,64792,271675
Gujarat,chhotaudepur district,2019,2,23917,92854
Gujarat,botad district,2019,2,65918,257831
Gujarat,bharuch district,2019,2,284296,1318343
Gujarat,bhavnagar district,2019,2,230394,860365
Gujarat,junagadh district,2019,2,94221,271227
Gujarat,mahesana district,2019,2,259949,1242721
Gujarat,the dangs district,2019,2,7532,37591
Gujarat,kheda district,2019,2,144091,600534
Gujarat,surat district,2019,2,1338584,5960403
Gujarat,porbandar district,2019,2,33374,100742
Gujarat,gandhinagar district,2019,2,333056,1907551
Gujarat,panch mahals district,2019,2,92621,385797
Gujarat,narmada district,2019,2,22503,101020
Gujarat,gir somnath district,2019,2,79786,253664
Gujarat,valsad district,2019,2,238764,1111437
Gujarat,mahisagar district,2019,2,36155,138423
Gujarat,sabar kantha district,2019,2,123754,534999
Gujarat,tapi district,2019,2,45441,189646
Gujarat,vadodara district,2019,2,572031,2539174
Gujarat,banas kantha district,2019,2,271379,1204053
Gujarat,amreli district,2019,2,91819,339203
Gujarat,ahmadabad district,2019,2,1656341,9405838
Gujarat,dohad district,2019,2,52197,204285
Gujarat,navsari district,2019,2,106244,417352
Gujarat,patan district,2019,2,115299,552351
Gujarat,kachchh district,2019,2,261458,1230320
Gujarat,surendranagar district,2019,2,110431,409241
Gujarat,morbi district,2019,2,90030,348075
Gujarat,anand district,2019,3,226293,3576103
Gujarat,jamnagar district,2019,3,154042,1899038
Gujarat,devbhumi dwarka district,2019,3,49534,509421
Gujarat,rajkot district,2019,3,384852,3993364
Gujarat,aravallis district,2019,3,73003,1020958
Gujarat,chhotaudepur district,2019,3,27128,329896
Gujarat,botad district,2019,3,72181,991985
Gujarat,bharuch district,2019,3,315856,4792841
Gujarat,bhavnagar district,2019,3,255608,3293381
Gujarat,junagadh district,2019,3,104847,969001
Gujarat,mahesana district,2019,3,286652,4457337
Gujarat,the dangs district,2019,3,8306,116253
Gujarat,kheda district,2019,3,162956,2432770
Gujarat,surat district,2019,3,1481391,21408636
Gujarat,porbandar district,2019,3,36834,330737
Gujarat,gandhinagar district,2019,3,372464,7433206
Gujarat,panch mahals district,2019,3,102546,1338850
Gujarat,narmada district,2019,3,25267,363436
Gujarat,gir somnath district,2019,3,88366,860095
Gujarat,valsad district,2019,3,266134,3902867
Gujarat,mahisagar district,2019,3,40679,466958
Gujarat,sabar kantha district,2019,3,138237,2021301
Gujarat,tapi district,2019,3,51028,646547
Gujarat,vadodara district,2019,3,637678,9548665
Gujarat,banas kantha district,2019,3,301373,4487309
Gujarat,amreli district,2019,3,101453,1176949
Gujarat,ahmadabad district,2019,3,1848860,35854721
Gujarat,dohad district,2019,3,59460,737968
Gujarat,navsari district,2019,3,118324,1417853
Gujarat,patan district,2019,3,128573,2225161
Gujarat,kachchh district,2019,3,285519,4167209
Gujarat,surendranagar district,2019,3,122518,1455000
Gujarat,morbi district,2019,3,101337,1215668
Gujarat,anand district,2019,4,252401,3905511
Gujarat,jamnagar district,2019,4,171337,2227178
Gujarat,devbhumi dwarka district,2019,4,55209,621177
Gujarat,rajkot district,2019,4,426178,4545689
Gujarat,aravallis district,2019,4,83136,1295090
Gujarat,chhotaudepur district,2019,4,31338,429297
Gujarat,botad district,2019,4,80499,1181335
Gujarat,bharuch district,2019,4,350619,5971371
Gujarat,bhavnagar district,2019,4,286520,4080547
Gujarat,junagadh district,2019,4,117357,1216157
Gujarat,mahesana district,2019,4,316985,5363608
Gujarat,the dangs district,2019,4,9594,151581
Gujarat,kheda district,2019,4,182669,2664051
Gujarat,surat district,2019,4,1624077,23613804
Gujarat,porbandar district,2019,4,40962,385502
Gujarat,gandhinagar district,2019,4,408526,8201437
Gujarat,panch mahals district,2019,4,115707,1726942
Gujarat,narmada district,2019,4,28910,492480
Gujarat,gir somnath district,2019,4,98982,1160727
Gujarat,valsad district,2019,4,296977,4849239
Gujarat,mahisagar district,2019,4,47237,629528
Gujarat,sabar kantha district,2019,4,155618,2589322
Gujarat,tapi district,2019,4,58115,863661
Gujarat,vadodara district,2019,4,700817,11292180
Gujarat,banas kantha district,2019,4,339582,5546860
Gujarat,amreli district,2019,4,114242,1576597
Gujarat,ahmadabad district,2019,4,2015947,37991904
Gujarat,dohad district,2019,4,69618,957179
Gujarat,navsari district,2019,4,131460,1723534
Gujarat,patan district,2019,4,144779,2497573
Gujarat,kachchh district,2019,4,314732,4871076
Gujarat,surendranagar district,2019,4,138218,1846653
Gujarat,morbi district,2019,4,115451,1504967
Gujarat,anand district,2020,1,277835,4127652
Gujarat,jamnagar district,2020,1,188224,2298804
Gujarat,devbhumi dwarka district,2020,1,61293,730723
Gujarat,rajkot district,2020,1,469636,5039899
Gujarat,aravallis district,2020,1,94716,1602742
Gujarat,chhotaudepur district,2020,1,36116,529547
Gujarat,botad district,2020,1,88241,1198952
Gujarat,bharuch district,2020,1,384819,6765391
Gujarat,bhavnagar district,2020,1,315412,4262838
Gujarat,junagadh district,2020,1,130231,1358193
Gujarat,mahesana district,2020,1,349897,6028256
Gujarat,the dangs district,2020,1,10877,181854
Gujarat,kheda district,2020,1,204548,3047323
Gujarat,surat district,2020,1,1772703,27362139
Gujarat,porbandar district,2020,1,45383,444447
Gujarat,gandhinagar district,2020,1,445290,8879457
Gujarat,panch mahals district,2020,1,129831,1963840
Gujarat,narmada district,2020,1,33074,595463
Gujarat,gir somnath district,2020,1,110211,1337958
Gujarat,valsad district,2020,1,330053,5604622
Gujarat,mahisagar district,2020,1,54880,782289
Gujarat,sabar kantha district,2020,1,174426,3030789
Gujarat,tapi district,2020,1,65634,1036092
Gujarat,vadodara district,2020,1,763969,12483845
Gujarat,banas kantha district,2020,1,386212,7051669
Gujarat,amreli district,2020,1,126423,1611436
Gujarat,ahmadabad district,2020,1,2185983,40521157
Gujarat,dohad district,2020,1,81529,1236284
Gujarat,navsari district,2020,1,146018,1993140
Gujarat,patan district,2020,1,164027,2890050
Gujarat,kachchh district,2020,1,347270,5714637
Gujarat,surendranagar district,2020,1,154610,2101503
Gujarat,morbi district,2020,1,130472,1792131
Gujarat,anand district,2020,2,307408,3806180
Gujarat,jamnagar district,2020,2,208647,2264637
Gujarat,devbhumi dwarka district,2020,2,69591,833260
Gujarat,rajkot district,2020,2,522650,4850731
Gujarat,aravallis district,2020,2,109491,2026596
Gujarat,chhotaudepur district,2020,2,43696,767414
Gujarat,botad district,2020,2,100129,1724159
Gujarat,bharuch district,2020,2,423017,6655417
Gujarat,bhavnagar district,2020,2,354301,5050744
Gujarat,junagadh district,2020,2,147012,1678274
Gujarat,mahesana district,2020,2,389562,6476731
Gujarat,the dangs district,2020,2,12754,242151
Gujarat,kheda district,2020,2,232123,3424229
Gujarat,surat district,2020,2,1935894,21659619
Gujarat,porbandar district,2020,2,50733,518063
Gujarat,gandhinagar district,2020,2,488351,7343038
Gujarat,panch mahals district,2020,2,148675,2136842
Gujarat,narmada district,2020,2,39531,762775
Gujarat,gir somnath district,2020,2,125777,1902233
Gujarat,valsad district,2020,2,372771,5991227
Gujarat,mahisagar district,2020,2,64428,1138847
Gujarat,sabar kantha district,2020,2,196035,3368537
Gujarat,tapi district,2020,2,76018,1298227
Gujarat,vadodara district,2020,2,830759,10076172
Gujarat,banas kantha district,2020,2,446603,8305317
Gujarat,amreli district,2020,2,145486,2447389
Gujarat,ahmadabad district,2020,2,2384154,31306891
Gujarat,dohad district,2020,2,102250,1808011
Gujarat,navsari district,2020,2,166398,2282454
Gujarat,patan district,2020,2,185703,3289294
Gujarat,kachchh district,2020,2,385480,5599740
Gujarat,surendranagar district,2020,2,176758,2588128
Gujarat,morbi district,2020,2,150472,1641032
Gujarat,anand district,2020,3,336799,4331672
Gujarat,jamnagar district,2020,3,227798,2485735
Gujarat,devbhumi dwarka district,2020,3,76991,860629
Gujarat,rajkot district,2020,3,573062,5528685
Gujarat,aravallis district,2020,3,122687,2133497
Gujarat,chhotaudepur district,2020,3,49929,741433
Gujarat,botad district,2020,3,109438,1607234
Gujarat,bharuch district,2020,3,462292,8024617
Gujarat,bhavnagar district,2020,3,387781,5290196
Gujarat,junagadh district,2020,3,163177,1718468
Gujarat,mahesana district,2020,3,427950,7432916
Gujarat,the dangs district,2020,3,14501,254123
Gujarat,kheda district,2020,3,256968,3629599
Gujarat,surat district,2020,3,2092712,23450291
Gujarat,porbandar district,2020,3,56130,556557
Gujarat,gandhinagar district,2020,3,529771,9721563
Gujarat,panch mahals district,2020,3,165251,2379253
Gujarat,narmada district,2020,3,44654,787689
Gujarat,gir somnath district,2020,3,139141,1786233
Gujarat,valsad district,2020,3,410740,6542204
Gujarat,mahisagar district,2020,3,73191,1039369
Gujarat,sabar kantha district,2020,3,218309,4022650
Gujarat,tapi district,2020,3,84921,1370436
Gujarat,vadodara district,2020,3,901492,13501217
Gujarat,banas kantha district,2020,3,501471,9413818
Gujarat,amreli district,2020,3,161288,2326604
Gujarat,ahmadabad district,2020,3,2580178,43984650
Gujarat,dohad district,2020,3,118431,1832118
Gujarat,navsari district,2020,3,183779,2416323
Gujarat,patan district,2020,3,206708,3658324
Gujarat,kachchh district,2020,3,423729,6675502
Gujarat,surendranagar district,2020,3,197594,2754011
Gujarat,morbi district,2020,3,168984,2144856
Gujarat,anand district,2020,4,367561,5362999
Gujarat,jamnagar district,2020,4,248187,2953949
Gujarat,devbhumi dwarka district,2020,4,84750,1018943
Gujarat,rajkot district,2020,4,627654,6696956
Gujarat,aravallis district,2020,4,135616,2560222
Gujarat,chhotaudepur district,2020,4,56282,902789
Gujarat,botad district,2020,4,117629,1521917
Gujarat,bharuch district,2020,4,508005,10786740
Gujarat,bhavnagar district,2020,4,419697,5661522
Gujarat,junagadh district,2020,4,178595,1940195
Gujarat,mahesana district,2020,4,464932,8801141
Gujarat,the dangs district,2020,4,16317,322911
Gujarat,kheda district,2020,4,282429,4361153
Gujarat,surat district,2020,4,2278232,34575532
Gujarat,porbandar district,2020,4,62166,676620
Gujarat,gandhinagar district,2020,4,572461,11718890
Gujarat,panch mahals district,2020,4,182696,2927538
Gujarat,narmada district,2020,4,50130,992643
Gujarat,gir somnath district,2020,4,152104,1987260
Gujarat,valsad district,2020,4,452628,8644503
Gujarat,mahisagar district,2020,4,81588,1232668
Gujarat,sabar kantha district,2020,4,240357,4888877
Gujarat,tapi district,2020,4,94476,1765259
Gujarat,vadodara district,2020,4,980658,17540053
Gujarat,banas kantha district,2020,4,551645,10634353
Gujarat,amreli district,2020,4,176011,2282316
Gujarat,ahmadabad district,2020,4,2787991,54175819
Gujarat,dohad district,2020,4,132954,2063724
Gujarat,navsari district,2020,4,201412,3007453
Gujarat,patan district,2020,4,227441,4369785
Gujarat,kachchh district,2020,4,466855,8257809
Gujarat,surendranagar district,2020,4,216954,3173754
Gujarat,morbi district,2020,4,188790,2691060
Gujarat,anand district,2021,1,395164,5855859
Gujarat,jamnagar district,2021,1,267315,3413685
Gujarat,devbhumi dwarka district,2021,1,91653,1125352
Gujarat,rajkot district,2021,1,677301,7803138
Gujarat,aravallis district,2021,1,146811,2774336
Gujarat,chhotaudepur district,2021,1,61097,970270
Gujarat,botad district,2021,1,126302,1642524
Gujarat,bharuch district,2021,1,548541,12399575
Gujarat,bhavnagar district,2021,1,450462,5750612
Gujarat,junagadh district,2021,1,192500,2001820
Gujarat,mahesana district,2021,1,500511,9595361
Gujarat,the dangs district,2021,1,17658,350858
Gujarat,kheda district,2021,1,304909,4828751
Gujarat,surat district,2021,1,2458596,41476549
Gujarat,porbandar district,2021,1,67063,725183
Gujarat,gandhinagar district,2021,1,615315,13654781
Gujarat,panch mahals district,2021,1,197602,3236700
Gujarat,narmada district,2021,1,54427,1070694
Gujarat,gir somnath district,2021,1,163763,2007742
Gujarat,valsad district,2021,1,489062,10057529
Gujarat,mahisagar district,2021,1,88343,1262035
Gujarat,sabar kantha district,2021,1,259578,5343748
Gujarat,tapi district,2021,1,102144,1963282
Gujarat,vadodara district,2021,1,1053954,20042908
Gujarat,banas kantha district,2021,1,598384,12443664
Gujarat,amreli district,2021,1,189252,2198433
